Keyword,Country code,Location,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
betexchange fixtures,ZA,South Africa,BetXchange (Organization),"Sitelinks, People also ask",10,12,,0,0,32,https://www.betway.co.za/,,2025-09-03 12:20:22,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
top bet registration,ZA,South Africa,Topbet (Organization),"Sitelinks, People also ask, Video preview",10,63,0.21,0,0,29,https://www.betway.co.za/,,2025-09-05 6:48:30,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
botswana names,ZA,South Africa,Botswana (Location),"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",10,0,,0,0,92,https://www.betway.co.za/account/loginform,,2025-09-04 12:54:22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
standard bank voucher pin,ZA,South Africa,Standard Bank (Organization),"AI Overview, Thumbnail, People also ask, Video preview",10,18,,0,0,80,https://www.betway.co.za/Account/MyAccount,,2025-09-10 6:33:50,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sa youth mobile login,ZA,South Africa,SA Youth (Organization),"People also ask, Video preview",10,8,,0,0,35,https://www.betway.co.za/account/loginform,,2025-09-01 22:32:15,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
smangele,ZA,South Africa,Smangele (Person),"Thumbnail, Video preview",10,0,,0,0,63,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-06 8:41:38,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
kazang connect,ZA,South Africa,Kazang Connect (Product),"Sitelinks, People also ask, Video preview",10,14,0.09,0,0,51,https://www.betway.co.za/account/loginform,,2025-08-29 22:29:23,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
sundowns u23 livescore,ZA,South Africa,Mamelodi Sundowns U23 (Organization),,10,0,,0,0,25,https://www.betway.co.za/Event/LiveSport,,2025-09-10 15:29:44,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
gold lantern,ZA,South Africa,,"Thumbnail, People also ask, Sitelinks, Video preview",10,0,,0,0,77,https://www.betway.co.za/lobby/casino%20games,,2025-08-31 12:46:53,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
apkpure games,ZA,South Africa,APKPure (Organization),"Sitelinks, Video preview",10,35,,0,0,25,https://www.betway.co.za/Betway-App,,2025-09-05 20:31:14,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cortulua fc,ZA,South Africa,Cortulua FC (Organization),"People also ask, Video preview",10,0,,0,0,48,https://www.betway.co.za/sport/soccer/col/primera_b/barranquilla_fc-v-club_cortulua/0?datefilter=202509020015&eventId=f3e93cc8-6d4e-4210-8522-ac34b2f52b00,,2025-09-02 5:08:50,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
unique sotho names,ZA,South Africa,,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",10,0,,0,0,73,https://www.betway.co.za/lobby/betgames,,2025-08-27 5:17:05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2023 masters winner,ZA,South Africa,Masters (Event),"People also ask, Knowledge panel, Video preview, Sitelinks",10,30,,0,0,28,https://www.betway.co.za/blog/april-2023/pga-2023-masters-tournament,,2025-09-08 13:59:39,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
forgot samsung password,ZA,South Africa,Samsung (Organization),"People also ask, Video preview, Sitelinks",10,0,0.01,0,0,36,https://www.betway.co.za/Account/ManagePassword,,2025-08-30 0:08:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk teatime code,ZA,South Africa,UK (Location),Video preview,10,0,,0,0,62,https://www.betway.co.za/luckynumbers,,2025-09-09 21:04:02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
coleraine f.c. vs glentoran f.c. stats,ZA,South Africa,"Coleraine F.C. (Organization), Glentoran F.C. (Organization)","AI Overview, Thumbnail, Sitelinks, Video preview",10,0,,0,0,66,https://www.betway.co.za/event/inplay,,2025-09-01 23:05:51,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sa daily lotto results history 2021,ZA,South Africa,SA Daily Lotto (Event),Sitelinks,10,58,,0,0,49,https://www.betway.co.za/luckynumbers,,2025-09-09 5:42:45,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk 49 results yesterday lunchtime,ZA,South Africa,UK 49 (Event),"Sitelinks, Video preview",10,72,,0,0,28,https://www.betway.co.za/luckynumbers,,2025-09-08 5:04:06,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
handicap 1.5,ZA,South Africa,,"People also ask, Sitelinks, Video preview",10,54,,0,0,26,https://www.betway.co.za/sport/soccer/nor/3rd_division_group_1/funnefoss_2f_vormsund-v-tromso_il_2/0?datefilter=202509071400&eventId=ff1283e5-e0a4-4ba7-a880-41c2b87b06df,,2025-09-07 12:05:33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
mtn ussd codes for data bundles,ZA,South Africa,MTN (Organization),"AI Overview, Thumbnail, Top ads, People also ask, Sitelinks, Video preview, Bottom ads, Paid sitelinks",10,1,,0,0,82,https://www.betway.co.za/responsible-gaming,,2025-09-04 14:25:43,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
psl standings 2023/24,ZA,South Africa,Premier Soccer League standings (Event),"Knowledge panel, People also ask, Sitelinks, Video preview",10,32,,0,0,68,https://www.betway.co.za/blog/april-2024/dstv-premiership-matchday-24,,2025-09-08 10:40:25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
what sites give welcome bonus?,ZA,South Africa,,"Top ads, Sitelinks, People also ask, Discussions and forums, Bottom ads",10,75,,0,0,32,https://www.betway.co.za/latestpromos,,2025-08-31 17:02:11,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
fifa 21 apk download for android,ZA,South Africa,FIFA 21 (Work),"Sitelinks, Video preview",10,18,,0,0,74,https://www.betway.co.za/,,2025-09-06 6:20:08,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
lotto results sa today payouts,ZA,South Africa,South African Lotto (Event),People also ask,10,70,,0,0,52,https://www.betway.co.za/luckynumbers,,2025-09-03 9:38:11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
free casino games download play offline,ZA,South Africa,,,10,59,0.32,0,0,20,https://www.betway.co.za/lobby/casino-games,,2025-08-28 19:01:19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
uk teatime res,ZA,South Africa,UK 49's Teatime (Event),"Sitelinks, Video preview",10,60,,0,0,23,https://www.betway.co.za/luckynumbers,,2025-08-31 13:21:41,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
fica hollywood bet login,ZA,South Africa,Hollywoodbets (Organization),"People also ask, Sitelinks, Video preview",10,42,0.16,0,0,29,https://www.betway.co.za/how-to-fica,,2025-09-10 18:41:22,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
sp horse racing,ZA,South Africa,,"Featured snippet, People also ask, Video preview, Sitelinks",10,56,,0,0,63,https://www.betway.co.za/Horseracing,,2025-09-09 16:10:03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
south africa women's national football team,ZA,South Africa,South Africa (Location),"Sitelinks, People also ask, Top stories, Thumbnail, Video preview, Knowledge panel",10,1,,0,0,86,https://www.betway.co.za/,,2025-09-15 1:09:43,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
sassa status check for r350 pa,ZA,South Africa,R350 Grant (Event),"Sitelinks, People also ask, Video preview",10,48,,0,0,46,https://www.betway.co.za/account/loginform,,2025-09-08 15:32:43,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
sassa r350 ussd code,ZA,South Africa,"SASSA (Organization), R350 (Event)","People also ask, Video preview, Sitelinks",10,12,,0,0,52,https://www.betway.co.za/account/loginform,,2025-08-30 22:36:20,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
daily lotto results 30,ZA,South Africa,,"Top stories, Thumbnail, People also ask, Video preview",10,59,,0,0,37,https://www.betway.co.za/luckynumbers,,2025-09-07 18:12:06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
how to retrieve pin for ewallet,ZA,South Africa,eWallet (Product),"AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview, Sitelinks",10,2,,0,0,82,https://www.betway.co.za/Account/ManagePassword,,2025-09-07 23:19:11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
where can i get standard bank instant money,ZA,South Africa,"Standard Bank (Organization), Instant Money (Product)","AI Overview, Thumbnail, People also ask, Video preview, Discussions and forums, Local pack",10,5,,0,0,84,https://www.betway.co.za/Account/MyAccount,,2025-09-07 16:26:05,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
m bet register,ZA,South Africa,Mbet (Organization),"Sitelinks, Video preview",10,64,0.33,0,0,20,https://www.betway.co.za/,,2025-09-08 21:04:19,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
mylife my unisa,ZA,South Africa,"myUnisa (Organization), myLife (Product)","Sitelinks, Video preview",10,0,,0,0,60,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-14 6:27:42,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
pro aviator predictor,ZA,South Africa,Aviator Predictor (Product),"People also ask, Video preview, Sitelinks",10,51,0.01,0,0,64,https://www.betway.co.za/lobby/betgames,,2025-09-05 1:07:29,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
daily lotto results 16,ZA,South Africa,,Video preview,10,64,,0,0,55,https://www.betway.co.za/luckynumbers,,2025-09-05 23:50:54,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
mtn 8 winners history,ZA,South Africa,MTN 8 (Event),"People also ask, Sitelinks, Video preview",10,0,,0,0,72,https://www.betway.co.za/freejackpots,,2025-09-03 14:49:34,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
nedbank quick pay,ZA,South Africa,"Nedbank (Organization), Quick Pay (Product)","AI Overview, Thumbnail, People also ask, Video preview",10,0,0.36,0,0,76,https://www.betway.co.za/Account/MyAccount,,2025-09-07 3:59:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
orlando pirates vs chippa united stats,ZA,South Africa,"Orlando Pirates (Organization), Chippa United (Organization)","AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",10,0,,0,0,55,https://www.betway.co.za/sport/soccer/rsa/betway_premiership/chippa_united-v-orlando_pirates/0,,2025-09-03 20:07:26,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
nertherlands eerste divisie log,ZA,South Africa,"Netherlands Eerste Divisie (Event), Eerste Divisie (Event)","Sitelinks, Video preview",10,28,,0,0,53,https://www.betway.co.za/,,2025-08-29 1:35:56,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
who won the rugby world cup 2019,ZA,South Africa,Rugby World Cup (Event),"People also ask, Sitelinks, Knowledge panel, Video preview",10,0,,0,0,64,https://www.betway.co.za/blog/november-2019/2019-rugby-world-cup-stats,,2025-09-05 10:54:26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
lunchtime results '' 1998,ZA,South Africa,,Video preview,10,0,,0,0,25,https://www.betway.co.za/account/loginform,,2025-09-05 15:25:10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
second chance ott voucher,ZA,South Africa,OTT Voucher (Product),"People also ask, Sitelinks, Video preview",10,21,,0,0,45,https://www.betway.co.za/latestpromos,,2025-08-30 21:57:05,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
south africa vs morocco score update,ZA,South Africa,"South Africa (Location), Morocco (Location)","People also ask, Video preview, Sitelinks",10,12,,0,0,85,https://www.betway.co.za/blog/january-2024/afcon-morocco-v-south-africa,,2025-09-06 4:16:53,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
prediction for mega million today,ZA,South Africa,Mega Millions (Event),Video preview,10,0,,0,0,56,https://www.betway.co.za/luckynumbers,,2025-09-07 14:12:13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to register for hollywoodbets login,ZA,South Africa,Hollywoodbets (Organization),"Featured snippet, People also ask, Video preview, Discussions and forums",10,58,,0,0,63,https://www.betway.co.za/account/loginform,,2025-09-03 4:11:38,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
powerball 5/45,ZA,South Africa,Powerball 5/45 (Event),"Sitelinks, Video preview",10,40,,0,0,41,https://www.betway.co.za/luckynumbers,,2025-09-10 5:16:12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
tercera division table,ZA,South Africa,Tercera Division (Event),People also ask,10,0,,0,0,37,https://www.betway.co.za/sport,,2025-09-08 14:59:34,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
playbet fixture download,ZA,South Africa,Playbet (Organization),Sitelinks,10,59,,0,0,29,https://www.betway.co.za/lobby/betgames,,2025-09-05 17:46:10,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
powerball today predictions,ZA,South Africa,Powerball (Event),"Sitelinks, Video preview",10,30,,0,0,46,https://www.betway.co.za/luckynumbers,,2025-09-07 13:44:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
latest mega million results today,ZA,South Africa,Mega Millions (Event),Sitelinks,10,69,,0,0,74,https://www.betway.co.za/megamillion,,2025-09-12 9:24:10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sat20 live score,ZA,South Africa,SA20 (Event),"People also ask, Video preview",10,61,,0,0,27,https://www.betway.co.za/LiveScores,,2025-09-07 11:14:59,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywoodbets app 2021 download,ZA,South Africa,Hollywoodbets app (Product),"Sitelinks, People also ask, Video preview, Bottom ads",10,40,,0,0,25,https://www.betway.co.za/Betway-App,,2025-09-07 0:06:14,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
soccer any 13 fixtures,ZA,South Africa,Soccer Any 13 Xtra (Event),"People also ask, Video preview",10,46,,0,0,25,https://www.betway.co.za/totesoccer?game=Soccer%20Tote,,2025-09-06 9:07:30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
rugby score now live south africa,ZA,South Africa,South Africa (Location),"Sitelinks, People also ask, Video preview",10,55,,0,0,47,https://www.betway.co.za/,,2025-08-28 9:28:22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
www.lottostar.co.za app download,ZA,South Africa,"LottoStar (Organization), LottoStar app (Product)","Sitelinks, People also ask",10,38,,0,0,21,https://www.betway.co.za/luckynumbers,,2025-08-29 15:48:06,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
who's playing today soccer,ZA,South Africa,,"People also ask, Sitelinks, Video preview",10,72,,0,0,48,https://www.betway.co.za/Event/LiveSport,,2025-09-11 16:44:08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
facebook data mode,ZA,South Africa,Facebook (Organization),"People also ask, Video preview, Sitelinks",10,2,,0,0,56,https://www.betway.co.za/account/loginform,,2025-08-31 15:08:10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how long does it take to activate hollywood account,ZA,South Africa,Hollywoodbets account (Product),"Featured snippet, People also ask, Video preview, Sitelinks",10,47,,0,0,37,https://www.betway.co.za/frequently-asked-questions,,2025-09-05 23:33:48,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk 49s lunchtime draw,ZA,South Africa,"UK 49's (Event), UK 49's Lunchtime Draw (Event)","Sitelinks, People also ask, Video preview",10,75,,0,0,51,https://www.betway.co.za/luckynumbers,,2025-09-07 18:02:21,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
bafana bafana and nigeria,ZA,South Africa,"Bafana Bafana (Organization), Nigeria (Location)","Top stories, Thumbnail, Video preview, People also ask",10,0,,0,0,98,"https://www.betway.co.za/blog/november-2018/bafana-bafana,-nigeria-battle-for-2019-afcon-quali",,2025-09-09 18:59:38,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ewallet dial,ZA,South Africa,eWallet (Product),"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",10,8,,0,0,79,https://www.betway.co.za/how-to-bet,,2025-09-12 13:47:06,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
past uk 49 results,ZA,South Africa,UK 49s (Event),"Sitelinks, Video preview",10,70,,0,0,47,https://www.betway.co.za/luckynumbers,,2025-09-05 2:51:51,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
49s number generator,ZA,South Africa,UK 49s (Event),"Sitelinks, People also ask",10,0,,0,0,26,https://www.betway.co.za/luckynumbers,,2025-09-05 20:46:34,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywoodbets voucher stores,ZA,South Africa,Hollywoodbets (Organization),"Sitelinks, People also ask",10,31,,0,0,87,https://www.betway.co.za/account/loginform,,2025-09-08 19:03:11,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
ott voucher stores,ZA,South Africa,OTT Voucher (Product),"People also ask, Sitelinks, Video preview",10,31,0.04,0,0,29,https://www.betway.co.za/BetwayBucks,,2025-08-28 0:26:40,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
teatime results2016,ZA,South Africa,"UK49s Teatime (Event), UK49s Teatime Results 2016 (Event)","Sitelinks, Video preview",10,5,,0,0,40,https://www.betway.co.za/account/loginform,,2025-09-09 18:37:40,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
7 reels casino,ZA,South Africa,7 Reels Casino (Organization),Video preview,10,54,0.39,0,0,37,https://www.betway.co.za/lobby/casino-games,,2025-09-01 6:06:11,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
sassa srd results,ZA,South Africa,"SASSA (Organization), SRD (Product)","Sitelinks, AI Overview, People also ask, Video preview",10,55,,0,0,61,https://www.betway.co.za/account/loginform,,2025-09-10 0:51:08,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3 numbers plus bonus for teatime,ZA,South Africa,,"People also ask, Video preview",10,35,,0,0,26,https://www.betway.co.za/luckynumbers,,2025-08-30 20:24:19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
sassa srd pin,ZA,South Africa,"SASSA (Organization), SRD PIN (Product)","AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",10,8,,0,0,84,https://www.betway.co.za/account/loginform,,2025-08-28 12:09:41,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk 49 best prediction for today,ZA,South Africa,UK 49 (Event),Video preview,10,32,,0,0,44,https://www.betway.co.za/luckynumbers,,2025-08-31 13:07:49,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
refers hollywood account number,ZA,South Africa,Hollywoodbets account number (Product),"People also ask, Video preview",10,26,,0,0,35,https://www.betway.co.za/lobby/casino-games/launchgame/casino-games/trending/aviator,,2025-09-05 1:28:18,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
play tsogo app,ZA,South Africa,Tsogo Sun App (Product),"Sitelinks, Video preview",10,23,0.52,0,0,39,https://www.betway.co.za/lobby/casino-games/launchgame/casino-games/trending/aviator,,2025-08-30 5:33:54,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
france lotto results history 2018,ZA,South Africa,France Lotto (Event),Sitelinks,10,55,,0,0,48,https://www.betway.co.za/account/loginform,,2025-09-04 12:31:58,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
playa bets apk download,ZA,South Africa,Playa Bets (Product),Video preview,10,37,0.42,0,0,62,https://www.betway.co.za/Betway-App,,2025-08-29 10:33:30,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
standard bank voucher number digits,ZA,South Africa,Standard Bank (Organization),"Featured snippet, People also ask, Sitelinks, Video preview",10,18,,0,0,47,https://www.betway.co.za/Account/MyAccount,,2025-09-05 13:19:48,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how do i deposit money on lottostar,ZA,South Africa,LottoStar (Organization),"Featured snippet, People also ask",10,56,,0,0,36,https://www.betway.co.za/account/loginform,,2025-09-12 10:22:56,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
betting apps with free money,ZA,South Africa,,"People also ask, Sitelinks, Discussions and forums, Video preview",10,75,0.46,0,0,39,https://www.betway.co.za/how-to-bet,,2025-08-28 15:43:23,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
daily lotto results 13,ZA,South Africa,,,10,53,,0,0,48,https://www.betway.co.za/luckynumbers,,2025-09-06 2:39:55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
uk 49 2021 lunchtime results,ZA,South Africa,UK 49s Lunchtime (Event),Video preview,10,22,,0,0,46,https://www.betway.co.za/luckynumbers,,2025-09-04 11:28:26,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
free casino games for fun only,ZA,South Africa,,"Thumbnail, Sitelinks, Discussions and forums",10,84,,0,0,22,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-12 15:51:17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
irish lotto 49s,ZA,South Africa,"Irish Lotto (Event), Irish Lotto 49s (Event)",Video preview,10,71,,0,0,33,https://www.betway.co.za/luckynumbers,,2025-09-06 8:22:34,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
republic of korea k league classic,ZA,South Africa,"K League Classic (Event), Republic of Korea (Location)","Sitelinks, Knowledge panel, People also ask, Top stories, Thumbnail, Video preview",10,71,,0,0,39,https://www.betway.co.za/,,2025-09-08 3:25:43,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
tubidy download search,ZA,South Africa,Tubidy (Organization),,10,77,,0,0,39,https://www.betway.co.za/Betway-App,,2025-09-03 5:28:45,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
football prices,ZA,South Africa,,"Shopping Ads, Thumbnail, People also ask, Sitelinks, Top stories, Video preview",10,0,,0,0,62,https://www.betway.co.za/sport,,2025-09-03 2:58:54,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
lunchtime results lunchtime results lunchtime results,ZA,South Africa,UK 49's Lunchtime Results (Event),"Sitelinks, Video preview, People also ask",10,79,,0,0,44,https://www.betway.co.za/luckynumbers,,2025-09-01 23:57:50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
zambian drivers license,ZA,South Africa,,"People also ask, Sitelinks, Video preview",10,1,,0,0,74,https://www.betway.co.za/account/loginform,,2025-09-03 22:01:15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
www.facebook lite.co.za,ZA,South Africa,Facebook Lite (Product),"Sitelinks, Video preview",10,41,0.01,0,0,34,https://www.betway.co.za/account/loginform,,2025-08-30 16:58:56,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
lotto app free download,ZA,South Africa,,"People also ask, Video preview",10,51,0.08,0,0,43,https://www.betway.co.za/luckynumbers,,2025-08-31 5:42:54,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
log in up,ZA,South Africa,,"Sitelinks, Video preview",10,5,,0,0,52,https://www.betway.co.za/account/loginform,,2025-08-31 11:16:28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sporting bet app download free,ZA,South Africa,Sportingbet App (Product),"Top ads, Sitelinks",10,66,0.24,0,0,24,https://www.betway.co.za/Betway-App,,2025-09-05 4:00:50,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
uk lunch draw,ZA,South Africa,UK 49's Lunchtime Draw (Event),"People also ask, Video preview",10,74,,0,0,50,https://www.betway.co.za/luckynumbers,,2025-09-06 3:15:30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
download google play store for huawei,ZA,South Africa,"Huawei (Organization), Google Play Store (Product)","Sitelinks, People also ask, Video preview",10,1,0.01,0,0,61,https://www.betway.co.za/Betway-App,,2025-08-31 0:42:06,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
superbet number,ZA,South Africa,Superbet (Organization),"People also ask, Sitelinks",10,35,0.11,0,0,34,https://www.betway.co.za/account/loginform,,2025-09-05 0:47:26,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
lotto results plus 1 and plus 2,ZA,South Africa,"Lotto Plus 1 and Plus 2 (Event), Lotto Plus 1 (Event), Lotto Plus 2 (Event)","Sitelinks, People also ask, Video preview",10,56,,0,0,48,https://www.betway.co.za/luckynumbers,,2025-09-10 15:01:50,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
standard bank im voucher withdrawal,ZA,South Africa,"Standard Bank (Organization), IM voucher (Product)","AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",10,6,,0,0,20,https://www.betway.co.za/how-to-withdraw,,2025-09-14 6:01:36,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
49 s latest results,ZA,South Africa,UK 49s (Event),"Sitelinks, Video preview",10,68,,0,0,33,https://www.betway.co.za/luckynumbers,,2025-09-07 7:18:07,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
the aviator v12.9,ZA,South Africa,"The Aviator (Product), v12.9 (Product)","Video preview, Sitelinks",10,0,,0,0,24,https://www.betway.co.za/lobby/casino-games/launchgame/casino-games/trending/aviator,,2025-09-11 23:28:22,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
hollywoodbets login account login in south africa download download,ZA,South Africa,"Hollywoodbets (Organization), South Africa (Location)","People also ask, Video preview, Sitelinks",10,57,,0,0,27,https://www.betway.co.za/account/loginform,,2025-09-10 0:15:46,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
tomorrow live score,ZA,South Africa,,"Sitelinks, Video preview",10,64,,0,0,75,https://www.betway.co.za/LiveScores,,2025-09-08 8:45:01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
uk49s booming numbers provider,ZA,South Africa,UK49s (Event),"Thumbnail, Sitelinks",10,0,,0,0,33,https://www.betway.co.za/lobby/Betway-App,,2025-09-05 21:46:42,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how do i log into my lotto account,ZA,South Africa,,"People also ask, Sitelinks, Video preview",10,76,,0,0,42,https://www.betway.co.za/account/loginform,,2025-09-01 18:32:30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
uk49s lunchtime yesterday,ZA,South Africa,UK 49's Lunchtime (Event),"Sitelinks, Video preview",10,74,,0,0,42,https://www.betway.co.za/luckynumbers,,2025-09-12 1:07:17,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywood pending bets,ZA,South Africa,Hollywoodbets (Organization),"People also ask, Sitelinks, Video preview",10,31,0.12,0,0,39,https://www.betway.co.za/Account/_WithdrawalReversal,,2025-09-08 14:14:29,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to win at casino slots,ZA,South Africa,,"Video preview, People also ask, Sitelinks",10,63,0.35,0,0,36,https://www.betway.co.za/betway-jackpots-slots,,2025-09-14 13:58:08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
uk teatime results of today,ZA,South Africa,UK49s Teatime (Event),"Sitelinks, Video preview",10,71,,0,0,43,https://www.betway.co.za/luckynumbers,,2025-09-11 11:34:10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
last year teatime results,ZA,South Africa,UK 49s Teatime Results (Event),Sitelinks,10,64,,0,0,47,https://www.betway.co.za/luckynumbers,,2025-09-10 20:39:08,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk lunchtime results 2021 today latest results today,ZA,South Africa,UK 49s Lunchtime (Event),"Sitelinks, People also ask, Video preview",10,74,,0,0,55,https://www.betway.co.za/luckynumbers,,2025-09-10 14:06:13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sa powerball hot numbers prediction,ZA,South Africa,SA Powerball (Event),"Featured snippet, Video preview",10,30,,0,0,35,https://www.betway.co.za/luckynumbers,,2025-09-08 8:58:16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
